symbol_binance,symbol_common,class,name,listing_date,description,exclude,exclude_reason,classification_note
VANAUSDT,VANA,Native,VANA,2024-12-16,"Governance and utility token for the VANA in a Layer 2/sidechain architecture; enables protocol governance and may relate to sequencer economics, bridging, and fee mechanisms.",False,,Assigned via curated taxonomy + Binance tags; L2 precedence over Protocol when both signals exist
VANRYUSDT,VANRY,Native,VANRY,2023-01-01,"Governance and utility token for the VANRY in a Layer 2/sidechain architecture; enables protocol governance and may relate to sequencer economics, bridging, and fee mechanisms.",False,,Assigned via curated taxonomy + Binance tags; L2 precedence over Protocol when both signals exist
VETUSDT,VET,Native,VET,2023-01-01,"Governance and utility token for the VET in a Layer 2/sidechain architecture; enables protocol governance and may relate to sequencer economics, bridging, and fee mechanisms.",False,,Assigned via curated taxonomy + Binance tags; L2 precedence over Protocol when both signals exist
VICUSDT,VIC,Native,VIC,2023-11-24,"Governance and utility token for the VIC in a Layer 2/sidechain architecture; enables protocol governance and may relate to sequencer economics, bridging, and fee mechanisms.",False,,Assigned via curated taxonomy + Binance tags; L2 precedence over Protocol when both signals exist
WANUSDT,WAN,Native,WAN,2023-01-01,"Governance and utility token for the WAN in a Layer 2/sidechain architecture; enables protocol governance and may relate to sequencer economics, bridging, and fee mechanisms.",False,,Assigned via curated taxonomy + Binance tags; L2 precedence over Protocol when both signals exist
WAXPUSDT,WAXP,Native,WAXP,2023-01-01,"Governance and utility token for the WAXP in a Layer 2/sidechain architecture; enables protocol governance and may relate to sequencer economics, bridging, and fee mechanisms.",False,,Assigned via curated taxonomy + Binance tags; L2 precedence over Protocol when both signals exist
ZILUSDT,ZIL,Native,ZIL,2023-01-01,"Governance and utility token for the ZIL in a Layer 2/sidechain architecture; enables protocol governance and may relate to sequencer economics, bridging, and fee mechanisms.",False,,Assigned via curated taxonomy + Binance tags; L2 precedence over Protocol when both signals exist
ZKUSDT,ZK,Native,ZK,2024-06-17,"Governance and utility token for the ZK in a Layer 2/sidechain architecture; enables protocol governance and may relate to sequencer economics, bridging, and fee mechanisms.",False,,Assigned via curated taxonomy + Binance tags; L2 precedence over Protocol when both signals exist
1000CATUSDT,1000CAT,Meme,1000CAT,2024-12-17,Community/meme-driven token (1000CAT) with value led by sentiment and demand rather than protocol utility; commonly used for transfers and speculation.,False,,Assigned via curated taxonomy + Binance tags
1000SATSUSDT,1000SATS,Meme,1000SATS,2023-12-12,Community/meme-driven token (1000SATS) with value led by sentiment and demand rather than protocol utility; commonly used for transfers and speculation.,False,,Assigned via curated taxonomy + Binance tags
1MBABYDOGEUSDT,1MBABYDOGE,Meme,1MBABYDOGE,2024-09-16,Community/meme-driven token (1MBABYDOGE) with value led by sentiment and demand rather than protocol utility; commonly used for transfers and speculation.,False,,Assigned via curated taxonomy + Binance tags
ACTUSDT,ACT,Meme,ACT,2024-11-11,Community/meme-driven token (ACT) with value led by sentiment and demand rather than protocol utility; commonly used for transfers and speculation.,False,,Assigned via curated taxonomy + Binance tags
BOMEUSDT,BOME,Meme,BOME,2024-03-16,Community/meme-driven token (BOME) with value led by sentiment and demand rather than protocol utility; commonly used for transfers and speculation.,False,,Assigned via curated taxonomy + Binance tags
BONKUSDT,BONK,Meme,BONK,2023-12-15,Community/meme-driven token (BONK) with value led by sentiment and demand rather than protocol utility; commonly used for transfers and speculation.,False,,Assigned via curated taxonomy + Binance tags
DOGEUSDT,DOGE,Meme,DOGE,2023-01-01,Community/meme-driven token (DOGE) with value led by sentiment and demand rather than protocol utility; commonly used for transfers and speculation.,False,,Assigned via curated taxonomy + Binance tags
DOGSUSDT,DOGS,Meme,DOGS,2024-08-26,Community/meme-driven token (DOGS) with value led by sentiment and demand rather than protocol utility; commonly used for transfers and speculation.,False,,Assigned via curated taxonomy + Binance tags
FLOKIUSDT,FLOKI,Meme,FLOKI,2023-05-05,Community/meme-driven token (FLOKI) with value led by sentiment and demand rather than protocol utility; commonly used for transfers and speculation.,False,,Assigned via curated taxonomy + Binance tags
MEMEUSDT,MEME,Meme,MEME,2023-11-03,Community/meme-driven token (MEME) with value led by sentiment and demand rather than protocol utility; commonly used for transfers and speculation.,False,,Assigned via curated taxonomy + Binance tags
NEIROUSDT,NEIRO,Meme,NEIRO,2024-09-16,Community/meme-driven token (NEIRO) with value led by sentiment and demand rather than protocol utility; commonly used for transfers and speculation.,False,,Assigned via curated taxonomy + Binance tags
ORDIUSDT,ORDI,Meme,ORDI,2023-11-07,Community/meme-driven token (ORDI) with value led by sentiment and demand rather than protocol utility; commonly used for transfers and speculation.,False,,Assigned via curated taxonomy + Binance tags
PENGUUSDT,PENGU,Meme,PENGU,2024-12-17,Community/meme-driven token (PENGU) with value led by sentiment and demand rather than protocol utility; commonly used for transfers and speculation.,False,,Assigned via curated taxonomy + Binance tags
PEOPLEUSDT,PEOPLE,Meme,PEOPLE,2023-01-01,Community/meme-driven token (PEOPLE) with value led by sentiment and demand rather than protocol utility; commonly used for transfers and speculation.,False,,Assigned via curated taxonomy + Binance tags
PEPEUSDT,PEPE,Meme,PEPE,2023-05-05,Community/meme-driven token (PEPE) with value led by sentiment and demand rather than protocol utility; commonly used for transfers and speculation.,False,,Assigned via curated taxonomy + Binance tags
PNUTUSDT,PNUT,Meme,PNUT,2024-11-11,Community/meme-driven token (PNUT) with value led by sentiment and demand rather than protocol utility; commonly used for transfers and speculation.,False,,Assigned via curated taxonomy + Binance tags
SHIBUSDT,SHIB,Meme,SHIB,2023-01-01,Community/meme-driven token (SHIB) with value led by sentiment and demand rather than protocol utility; commonly used for transfers and speculation.,False,,Assigned via curated taxonomy + Binance tags
TURBOUSDT,TURBO,Meme,TURBO,2024-09-16,Community/meme-driven token (TURBO) with value led by sentiment and demand rather than protocol utility; commonly used for transfers and speculation.,False,,Assigned via curated taxonomy + Binance tags
WIFUSDT,WIF,Meme,WIF,2024-03-05,Community/meme-driven token (WIF) with value led by sentiment and demand rather than protocol utility; commonly used for transfers and speculation.,False,,Assigned via curated taxonomy + Binance tags
1INCHUSDT,1INCH,Protocol,1INCH,2023-01-01,Governance token of the 1INCH on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
AAVEUSDT,AAVE,Protocol,AAVE,2023-01-01,Governance token of the AAVE on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
ACXUSDT,ACX,Protocol,ACX,2024-12-06,Governance token of the ACX on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
ALCXUSDT,ALCX,Protocol,ALCX,2023-01-01,Governance token of the ALCX on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
AMPUSDT,AMP,Protocol,AMP,2023-01-01,Governance token of the AMP on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
ANKRUSDT,ANKR,Protocol,ANKR,2023-01-01,Governance token of the ANKR on-chain protocol focusing on liquid staking coordination; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
AUCTIONUSDT,AUCTION,Protocol,AUCTION,2023-01-01,Governance token of the AUCTION on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
BALUSDT,BAL,Protocol,BAL,2022-12-15,Governance token of the BAL on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
BANANAUSDT,BANANA,Protocol,BANANA,2024-07-20,Governance token of the BANANA on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
BANDUSDT,BAND,Protocol,BAND,2023-01-01,Governance token of the BAND on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
BELUSDT,BEL,Protocol,BEL,2023-01-01,Governance token of the BEL on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
BIFIUSDT,BIFI,Protocol,BIFI,2023-01-01,Governance token of the BIFI on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
BNTUSDT,BNT,Protocol,BNT,2023-01-01,Governance token of the BNT on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
C98USDT,C98,Protocol,C98,2023-01-01,Governance token of the C98 on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
CAKEUSDT,CAKE,Protocol,CAKE,2023-01-01,Governance token of the CAKE on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
CETUSUSDT,CETUS,Protocol,CETUS,2024-11-06,Governance token of the CETUS on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
CHESSUSDT,CHESS,Protocol,CHESS,2023-01-01,Governance token of the CHESS on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
COMPUSDT,COMP,Protocol,COMP,2023-01-01,Governance token of the COMP on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
COWUSDT,COW,Protocol,COW,2024-11-06,Governance token of the COW on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
CRVUSDT,CRV,Protocol,CRV,2023-01-01,Governance token of the CRV on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
CVXUSDT,CVX,Protocol,CVX,2023-01-01,Governance token of the CVX on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
DEGOUSDT,DEGO,Protocol,DEGO,2023-01-01,Governance token of the DEGO on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
DEXEUSDT,DEXE,Protocol,DEXE,2023-01-01,Governance token of the DEXE on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
DIAUSDT,DIA,Protocol,DIA,2023-01-01,Governance token of the DIA on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
DODOUSDT,DODO,Protocol,DODO,2023-01-01,Governance token of the DODO on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
DYDXUSDT,DYDX,Protocol,DYDX,2023-01-01,Governance token of the DYDX on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
EIGENUSDT,EIGEN,Protocol,EIGEN,2024-10-01,Governance token of the EIGEN on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
ENAUSDT,ENA,Protocol,ENA,2024-04-02,Governance token of the ENA on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
ETHFIUSDT,ETHFI,Protocol,ETHFI,2024-03-18,Governance token of the ETHFI on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
FARMUSDT,FARM,Protocol,FARM,2023-01-01,Governance token of the FARM on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
FISUSDT,FIS,Protocol,FIS,2023-01-01,Governance token of the FIS on-chain protocol focusing on liquid staking coordination; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
FORTHUSDT,FORTH,Protocol,FORTH,2023-01-01,Governance token of the FORTH on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
FTMUSDT,FTM,Protocol,FTM,2022-12-15,Governance token of the FTM on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
FXSUSDT,FXS,Protocol,FXS,2023-01-01,Governance token of the FXS on-chain protocol focusing on liquid staking coordination; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
GMXUSDT,GMX,Protocol,GMX,2022-10-05,Governance token of the GMX on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
GNSUSDT,GNS,Protocol,GNS,2023-02-17,Governance token of the GNS on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
HFTUSDT,HFT,Protocol,HFT,2022-11-07,Governance token of the HFT on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
IDEXUSDT,IDEX,Protocol,IDEX,2023-01-01,Governance token of the IDEX on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
JOEUSDT,JOE,Protocol,JOE,2023-01-01,Governance token of the JOE on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
JSTUSDT,JST,Protocol,JST,2023-01-01,Governance token of the JST on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
JTOUSDT,JTO,Protocol,JTO,2023-12-07,Governance token of the JTO on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
KNCUSDT,KNC,Protocol,KNC,2023-01-01,Governance token of the KNC on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
LDOUSDT,LDO,Protocol,LDO,2023-01-01,Governance token of the LDO on-chain protocol focusing on liquid staking coordination; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
LISTAUSDT,LISTA,Protocol,LISTA,2024-06-20,Governance token of the LISTA on-chain protocol focusing on liquid staking coordination; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
LQTYUSDT,LQTY,Protocol,LQTY,2023-02-28,Governance token of the LQTY on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
LRCUSDT,LRC,Protocol,LRC,2023-01-01,Governance token of the LRC on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
MAVUSDT,MAV,Protocol,MAV,2023-06-28,Governance token of the MAV on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
MKRUSDT,MKR,Protocol,MKR,2022-12-15,Governance token of the MKR on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
MLNUSDT,MLN,Protocol,MLN,2023-01-01,Governance token of the MLN on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
NMRUSDT,NMR,Protocol,NMR,2023-01-01,Governance token of the NMR on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
OGNUSDT,OGN,Protocol,OGN,2023-01-01,Governance token of the OGN on-chain protocol focusing on liquid staking coordination; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
ORCAUSDT,ORCA,Protocol,ORCA,2024-12-06,Governance token of the ORCA on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
PENDLEUSDT,PENDLE,Protocol,PENDLE,2023-07-03,Governance token of the PENDLE on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
QIUSDT,QI,Protocol,QI,2023-01-01,Governance token of the QI on-chain protocol focusing on liquid staking coordination; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
QUICKUSDT,QUICK,Protocol,QUICK,2023-01-01,Governance token of the QUICK on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
RAYUSDT,RAY,Protocol,RAY,2023-01-01,Governance token of the RAY on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
RDNTUSDT,RDNT,Protocol,RDNT,2023-03-30,Governance token of the RDNT on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
REZUSDT,REZ,Protocol,REZ,2024-04-30,Governance token of the REZ on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
RPLUSDT,RPL,Protocol,RPL,2023-01-19,Governance token of the RPL on-chain protocol focusing on liquid staking coordination; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
RSRUSDT,RSR,Protocol,RSR,2023-01-01,Governance token of the RSR on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
RUNEUSDT,RUNE,Protocol,RUNE,2023-01-01,Governance token of the RUNE on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
SNXUSDT,SNX,Protocol,SNX,2023-01-01,Governance token of the SNX on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
SPELLUSDT,SPELL,Protocol,SPELL,2023-01-01,Governance token of the SPELL on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
STGUSDT,STG,Protocol,STG,2022-08-19,Governance token of the STG on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
SUNUSDT,SUN,Protocol,SUN,2023-01-01,Governance token of the SUN on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
SUSHIUSDT,SUSHI,Protocol,SUSHI,2023-01-01,Governance token of the SUSHI on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
SXPUSDT,SXP,Protocol,SXP,2023-01-01,Governance token of the SXP on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
SYNUSDT,SYN,Protocol,SYN,2023-02-22,Governance token of the SYN on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
THEUSDT,THE,Protocol,THE,2024-11-27,Governance token of the THE on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
TRBUSDT,TRB,Protocol,TRB,2023-01-01,Governance token of the TRB on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
TRUUSDT,TRU,Protocol,TRU,2023-01-01,Governance token of the TRU on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
UMAUSDT,UMA,Protocol,UMA,2023-01-01,Governance token of the UMA on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
UNIUSDT,UNI,Protocol,UNI,2023-01-01,Governance token of the UNI on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
USTCUSDT,USTC,Protocol,USTC,2023-01-01,Governance token of the USTC on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
USUALUSDT,USUAL,Protocol,USUAL,2024-12-18,Governance token of the USUAL on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
VELODROMEUSDT,VELODROME,Protocol,VELODROME,2024-12-13,Governance token of the VELODROME on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
WOOUSDT,WOO,Protocol,WOO,2023-01-01,Governance token of the WOO on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
XVSUSDT,XVS,Protocol,XVS,2023-01-01,Governance token of the XVS on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
YFIUSDT,YFI,Protocol,YFI,2023-01-01,Governance token of the YFI on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
ZRXUSDT,ZRX,Protocol,ZRX,2023-01-01,Governance token of the ZRX on-chain protocol; holders vote on parameters and treasury and may capture protocol value.,False,,Assigned via curated taxonomy + Binance tags
